category,title,link,content
Business,"
                     Govt paying off Telecel shareholding balance
                    ",https://newsday.co.zw/southerneye/business/article/1841/govt-paying-off-telecel-shareholding-balance,THE government has begun paying off the balance to acquire a 60% shareholding in Telecel Zimbabwe and the transaction should be complete by next week.
Business,"
                     5MW Hwange solar plant on cards
                    ",https://newsday.co.zw/southerneye/business/article/2310/5mw-hwange-solar-plant-on-cards,"
Sources yesterday revealed that the government had sent $30 million to VimpelCom."
Business,"
                     CZI president  takes Byo  business challenges  head on
                    ",https://newsday.co.zw/southerneye/business/article/2534/czi-president-takes-byo-business-challenges-head-on,"A PRIVATE energy firm, SolGas (Private) Limited, has approached the Zimbabwe Energy Regulatory Authority (Zera) seeking a licence to set up a 5 megawatt (MW) solar photovoltaic power plant in Matabeleland North province as part of efforts to ease the country’s power shortages."
Business,"
                     Metallon’s Zimbabwe unit Q3 gold output falls 7 pct year-on year
                    ",https://newsday.co.zw/southerneye/business/article/2736/metallon8217s-zimbabwe-unit-q3-gold-output-falls-7-pct-year-on-year,THE Confederation of Zimbabwe Industries (CZI) president Busisa Moyo will on Saturday address Bulawayo residents and businesspeople on the status of the city’s industry.
Business,"
                     Dollar Goes From Savior to Scapegoat as Zimbabwe Economy Buckles
                    ",https://newsday.co.zw/southerneye/business/article/2999/dollar-goes-from-savior-to-scapegoat-as-zimbabwe-economy-buckles,"Metallon Corp, the biggest gold producer in Zimbabwe, reported a 7 percent drop in gold production year-on-year, during its third quarter due to equipment breakdowns and increased power disruptions."
Business,"
                     Murowa should maintain Rio Tinto standards: Chidhakwa
                    ",https://newsday.co.zw/southerneye/business/article/3118/murowa-should-maintain-rio-tinto-standards-chidhakwa,Zimbabwe freed its economy from the nightmare of hyperinflation by dumping its currency and adopting mainly the U.S. dollar. Six years on the economy is back in crisis.
Business,"
                     Zimbabwe threatens to re-impose platinum tax if miners don’t process locally
                    ",https://newsday.co.zw/southerneye/business/article/3443/zimbabwe-threatens-to-re-impose-platinum-tax-if-miners-don8217t-process-locally,"Mines minister Walter Chidhakwa has said Murowa Diamonds should maintain standards set by former largest shareholder, Rio Tinto and not allow a situation where the company collapsed because it has been taken over by locals."
Business,"
                     Zimbabwe Innscor’s restaurants unit to list on Nov. 6
                    ",https://newsday.co.zw/southerneye/business/article/3493/zimbabwe-innscor8217s-restaurants-unit-to-list-on-nov-6,"Zimbabwe could re-impose a 15 percent tax on raw platinum ore exports if mining companies do not deliver on pledges to build smelters and refineries to help boost the local economy, the finance minister said on Thursday."
Business,"
                     Zimbabwe says to clear $1.86 billion arrears by next April
                    ",https://newsday.co.zw/southerneye/business/article/3527/zimbabwe-says-to-clear-186-billion-arrears-by-next-april,"Zimbabwean fast food group Innscor Africa will separately list its restaurants unit on Nov. 6, allowing it to pursue mergers and acquisitions of companies operating similar businesses, the company said on Monday."
Business,"
                     ‘An industry without machinery’
                    ",https://newsday.co.zw/southerneye/business/article/3727/an-industry-without-machinery,"Zimbabwe will clear arrears of $1.86 billion to international creditors such as the International Monetary Fund by the end of next April, the finance minister said on Friday, a major step towards unlocking new funding."
Business,"
                     Zimbabwe proposes 10 pct black empowerment tax
                    ",https://newsday.co.zw/southerneye/business/article/3735/zimbabwe-proposes-10-pct-black-empowerment-tax,The declining capacity utilisation in Zimbabwe’s industry shocked a visiting team led by the Office of the President and Cabinet after it emerged that Lobels Biscuits and Sweets is running its Bulawayo factory on antiquated ovens commissioned in 1957.
Business,"
                     General Beltings in salary trouble
                    ",https://newsday.co.zw/southerneye/business/article/3751/general-beltings-in-salary-trouble,"Zimbabwe plans to impose a 10 percent tax on foreign-owned firms to fund a black economic empowerment programme that is designed to bring the companies under local majority control, a minister was quoted as saying on Monday."
Business,"
                     Shutdown risk prompts Zimbabwe gold mines to ask for tax cuts
                    ",https://newsday.co.zw/southerneye/business/article/3759/shutdown-risk-prompts-zimbabwe-gold-mines-to-ask-for-tax-cuts,Bulawayo-based conveyor belt manufacturer General Beltings (GB) Holdings is struggling to pay its employees as it claws back from the brink of collapse.
Business,"
                     Hwange says H1 coal, coke sales fall, targets region
                    ",https://newsday.co.zw/southerneye/business/article/3790/hwange-says-h1-coal-coke-sales-fall-targets-region,"Gold producers in Zimbabwe asked the government to lower royalties and electricity tariffs to reduce the risk of mine closures, the biggest industry lobby group said."
Business,"
                     Business meeting for revival of Bulawayo industry
                    ",https://newsday.co.zw/southerneye/business/article/3793/business-meeting-for-revival-of-bulawayo-industry,"Zimbabwe’s Hwange Colliery Company said on Wednesday its first-half coal and coke sales fell 10 percent after a slide in production, widening its loss, but aimed to sell more in regional markets during the remainder of the year."
Politics,"
                     MDC optimistic opposition will unite to defeat Zanu PF in 2018
                    ",https://newsday.co.zw/southerneye/politics/article/1441/mdc-optimistic-opposition-will-unite-to-defeat-zanu-pf-in-2018,THE Welshman Ncube-led opposition MDC says it is still optimistic that the warring opposition leaders will soon find each other and form a grand coalition to dislodge the Zanu PF government in the 2018 elections.
Politics,"
                     Former Redcliff official eyes Gweru town clerk post
                    ",https://newsday.co.zw/southerneye/politics/article/1447/former-redcliff-official-eyes-gweru-town-clerk-post,"FORMER Redcliff municipality town clerk, Elizabeth Gwatipedza was reportedly chosen as Gweru town clerk soon after she emerged the top candidate for the post in interviews recently held in the Midlands capital, NewsDay has established."
Politics,"
                     Pressure group embarks on voter registration awareness
                    ",https://newsday.co.zw/southerneye/politics/article/1449/pressure-group-embarks-on-voter-registration-awareness,"A local pressure group, Bulawayo Youths Arise (Buya) has embarked on a voter registration awareness exercise, targeting the youth ahead of the 2018 elections."
Politics,"
                     1,5 million Zimbabweans diabetic — Parirenyatwa
                    ",https://newsday.co.zw/southerneye/politics/article/1451/15-million-zimbabweans-diabetic-parirenyatwa,"About 1,5 million Zimbabweans are diabetic, with some of them unaware they have the condition, Health minister David Parirenyatwa has revealed."
Politics,"
                     Zapu plans demo against govt over property seizure
                    ",https://newsday.co.zw/southerneye/politics/article/1457/zapu-plans-demo-against-govt-over-property-seizure,"ZAPU has threatened to stage demonstrations to force President Robert Mugabe’s government to return the party’s properties, which were seized in the early 1980s."
Politics,"
                     Villagers protest against Mphoko land invasion
                    ",https://newsday.co.zw/southerneye/politics/article/1459/villagers-protest-against-mphoko-land-invasion,"VILLAGERS at Tshayile area in Bubi, Matabeleland North province face eviction allegedly to pave way for Vice-President Phelekezela Mphoko, who reportedly wants to construct his homestead on top of  a mountain that lies on their land."
Politics,"
                     Matabeleland salutes hero Msipa
                    ",https://newsday.co.zw/southerneye/politics/article/1464/matabeleland-salutes-hero-msipa,"POLITICAL parties and pressure groups in Matabeleland region have described the late former Zanu PF politburo member and Midlands governor, Cephas Msipa, as the face of the 1987 Unity Accord signed by PF-Zapu and Zanu PF to end the Gukurahundi atrocities."
Politics,"
                     ‘God will remove  poll-rigging Mugabe’
                    ",https://newsday.co.zw/southerneye/politics/article/1467/god-will-remove-poll-rigging-mugabe,"MDC-T national organising secretary, Abednico Bhebhe, has declared that God will intervene and “remove” President Robert Mugabe from power if the 92-year-old Zanu PF leader rigs his way back into power in the crunch 2018 election. "
Politics,"
                     Zanu PF foils Musakwa’s Bikita West bid again
                    ",https://newsday.co.zw/southerneye/politics/article/1475/zanu-pf-foils-musakwas-bikita-west-bid-again,"BIKITA West Parliamentary aspirant, Elias Musakwa’s third bid to land the seat has been frustrated, after the Zanu PF Masvingo provincial committee (PEC) blocked him from contesting the forthcoming by-election on the party’s ticket over his alleged links to former Vice-President Joice Mujuru’s Zimbabwe People First (ZimPF) party."
Politics,"
                     Meat vendors fuelling stock theft: Police
                    ",https://newsday.co.zw/southerneye/politics/article/1532/meat-vendors-fuelling-stock-theft-police,"ZIMBABWE Republic Police’s national anti-stock theft co-ordinator, Senior Assistant Commissioner, Erasmus Makodza has called on local authorities to get tough with fresh meat vendors peddling their wares on the streets, accusing them of fuelling stock theft."
Politics,"
                     Jabulani Sibanda divides ZimPF
                    ",https://newsday.co.zw/southerneye/politics/article/1549/jabulani-sibanda-divides-zimpf,"THE inclusion of former war veterans’ leader Jabulani Sibanda in the opposition Zimbabwe People First (ZimPF) party’s top leadership has reportedly stirred controversy, with some Bulawayo party members saying they were uncomfortable with his alleged past human rights abuses."
Politics,"
                     Home Affairs Parly committee to descend on Byo, Mat North
                    ",https://newsday.co.zw/southerneye/politics/article/1601/home-affairs-parly-committee-to-descend-on-byo-mat-north,"THE Parliamentary Portfolio Committee on Defence, Home Affairs and Security is descending on Bulawayo and Matabeleland North provinces’ Registrar-General’s offices tomorrow to assess progress in service delivery by the department."
Politics,"
                     Kasukuwere defies council  over  stands
                    ",https://newsday.co.zw/southerneye/politics/article/1602/kasukuwere-defies-council-over-stands,LOCAL Government minister Saviour Kasukuwere has defied protests by Bulawayo City Council and other key stakeholders and gone ahead to invite tenders for the development of a “stand-alone” youths suburb in the city.
Politics,"
                     CIOs trailing our members: ZimPF
                    ",https://newsday.co.zw/southerneye/politics/article/1638/cios-trailing-our-members-zimpf,THE Joice Mujuru-led Zimbabwe People First (ZimPF) has claimed that State security agents were trailing their supporters and blocking them from attending campaign rallies in most parts of the country.
Politics,"
                     Biometric voting good but . . .
                    ",https://newsday.co.zw/southerneye/politics/article/1649/biometric-voting-good-but,THE opposition People’s Democratic Party (PDP) has urged civil society groups and opposition political parties to be “very alert” as the nation mulls adopting biometric voting technology as it comes with its own set of challenges.
Politics,"
                     ‘President has never been sincere on fighting corruption’
                    ",https://newsday.co.zw/southerneye/politics/article/1661/president-has-never-been-sincere-on-fighting-corruption,"PRESIDENT Robert Mugabe has never been sincere on fighting corruption and should be the last person to talk about graft as he has allowed it to thrive, former war veterans leader Jabulani Sibanda has said."
Politics,"
                     Zipra war vets pick Dabengwa as patron
                    ",https://newsday.co.zw/southerneye/politics/article/1677/zipra-war-vets-pick-dabengwa-as-patron,"ZIPRA ex-combatants have officially launched their own welfare association and appointed Zapu leader Dumiso Dabengwa as their patron, a month after breaking away from the Zanu PF-aligned Zimbabwe National Liberation War Veterans’ Association (ZNLWVA)."
Politics,"
                     Coltart shines light on VP’s Gukurahundi role
                    ",https://newsday.co.zw/southerneye/politics/article/1682/coltart-shines-light-on-vps-gukurahundi-role,"VICE-PRESIDENT Emmerson Mnangagwa’s role in the Gukurahundi massacres has once again been thrust into the limelight, with former Education minister David Coltart accusing him of making inflammatory statements that could have formented the killings."
Politics,"
                     Mnangagwa buckles under pressure
                    ",https://newsday.co.zw/southerneye/politics/article/1685/mnangagwa-buckles-under-pressure,"VICE-PRESIDENT Emmerson Mnangagwa’s wife, Auxillia, has handed back the title deeds for a co-operative farm she had reportedly confiscated to force the appointment of a pro-Zanu PF executive in her Chirumanzu-Zibangwe constituency"
Politics,"
                     Ex-Zipra combatants cut ties with war  vets association
                    ",https://newsday.co.zw/southerneye/politics/article/1806/ex-zipra-combatants-cut-ties-with-war-vets-association,FORMER Zipra combatants have reportedly severed ties with the Zimbabwe National Liberation War Veterans Association (ZNLWVA) to independently fight for their welfare without involving themselves in Zanu PF factional wars.
Politics,"
                     ‘Mugabe papers over Zanu PF cracks’
                    ",https://newsday.co.zw/southerneye/politics/article/1807/mugabe-papers-over-zanu-pf-cracks,THE opposition MDC-T yesterday said President Robert Mugabe should have taken advantage of his impromptu State of the Nation Address (Sona) last Friday to name his successor
Politics,"
                     ‘Dont be drawn into Zanu PF dogfights’
                    ",https://newsday.co.zw/southerneye/politics/article/1860/dont-be-drawn-into-zanu-pf-dogfights,"OPPOSITION Zapu leader Dumiso Dabengwa has called on disgruntled war veterans to refuse to be dragged into ruling Zanu PF’s dogfights, lest the country plunges into civil unrest."
Politics,"
                     People First demands security sector reforms
                    ",https://newsday.co.zw/southerneye/politics/article/2024/people-first-demands-security-sector-reforms,FORMER Vice-President Joice Mujuru’s yet-to-be-launched People First (PF) outfit has joined other opposition parties in demanding security sector reforms.
Politics,"
                     Zanu PF factionalism escalates in Byo
                    ",https://newsday.co.zw/southerneye/politics/article/2087/zanu-pf-factionalism-escalates-in-byo,"FACTIONAL fights within Zanu PF’s Bulawayo province have heightened with some party members from Makoboba constituency walking out of a stormy meeting on Sunday, Southern Eye has learnt."
Politics,"
                     Mahofa still bedridden, goes on sick leave
                    ",https://newsday.co.zw/southerneye/politics/article/2333/mahofa-still-bedridden-goes-on-sick-leave,"Masvingo Provincial Affairs minister Shuvai Mahofa, hospitalised on suspicion of food poisoning at the recently-ended Zanu PF national conference held in Victoria Falls, is still recuperating at home and has been granted sick leave, Zanu PF insiders have said."
Politics,"
                     MDC-T youths violence on passerby hypocritical
                    ",https://newsday.co.zw/southerneye/politics/article/2336/mdc-t-youths-violence-on-passerby-hypocritical,"A VERY unsettling incident took place last Tuesday just outside Harvest House, the MDC-T headquarters."
Entertainment,"
                     All set for Rubiem’s Jabulagames
                    ",https://newsday.co.zw/southerneye/entertainment/article/1219/all-set-for-rubiem8217s-jabulagames,Jabulagames provides the latest word class games for all age groups. The games are designed for those on-the-go who want to play using mobile phones as well as those with computers.
Entertainment,"
                     Summer Carnival for Bulawayo
                    ",https://newsday.co.zw/southerneye/entertainment/article/2639/summer-carnival-for-bulawayo,"Bulawayo revellers are in for a treat this Saturday, as Horizon Bar and Restaurant host the Summer Carnival meant to welcome the summer season in style, according to one of the organisers, Joe Tha OG."
Entertainment,"
                     Hip Hop Festival lives up to billing
                    ",https://newsday.co.zw/southerneye/entertainment/article/2660/hip-hop-festival-lives-up-to-billing,"CHANGAMIRE Hip-Hop Festival, jointly hosted with Zim Hip-Hop Awards activation party at KlubKulca, lived up to its billing on Saturday in Bulawayo."
Entertainment,"
                     Igwe, Tocky Vibes light up MSU graduation pre-party gig
                    ",https://newsday.co.zw/southerneye/entertainment/article/2699/igwe-tocky-vibes-light-up-msu-graduation-pre-party-gig,"Sungura artiste Peter “Dhewa” Moyo and dancehall chanter, Tocky Vibes will today hold a joint show at Midlands Hotel in Gweru in a gig dubbed Graduation Pre-Party: Celebrate Your Success."
Entertainment,"
                     Spider and Naked Weapons in exhilarating performance
                    ",https://newsday.co.zw/southerneye/entertainment/article/2997/spider-and-naked-weapons-in-exhilarating-performance,SPIDER and Naked Weapons put up an exhilarating performance on Friday night at Club Forty40 with a striptease performance that saw male and female revellers scrambling to get a glimpse of the erotic dances.
Entertainment,"
                     Bifa ends on high note
                    ",https://newsday.co.zw/southerneye/entertainment/article/3196/bifa-ends-on-high-note,"THE third edition of the Beitbridge International Festival of the Arts (Bifa) ended on a high note on Saturday night when the border town reverberated to various tunes, as more than three groups provided entertainment on the closing night."
Entertainment,"
                     Group aims to restore Ndebele culture
                    ",https://newsday.co.zw/southerneye/entertainment/article/3445/group-aims-to-restore-ndebele-culture,"UMCHILO Wamakhosikazi, a Matabeleland North arts group, has embarked on a campaign to revive the original Ndebele culture."
Entertainment,"
                     Muvhango actor Vho-Mushasha has died
                    ",https://newsday.co.zw/southerneye/entertainment/article/3479/muvhango-actor-vho-mushasha-has-died,"Legendary Muvhango actor Sammy Moeti, better known as Vho-Mushasha has sadly passed on."
Entertainment,"
                     Thrilling music shows lined up for Bulawayo
                    ",https://newsday.co.zw/southerneye/entertainment/article/3708/thrilling-music-shows-lined-up-for-bulawayo,"BULAWAYO revellers are in for a treat over the next three weeks when the heir to the Dendera throne, Sulumani Chimbetu, lands in the city for a show this Saturday while gangly musician, Jah Prayzah, Zim dancehall chanter Killer T and local hip-hop ace Guluva7, will also entertain their fans on October 17 in a […]"
Entertainment,"
                     Fun-lovers throng Horizon Pub for pool party
                    ",https://newsday.co.zw/southerneye/entertainment/article/3720/fun-lovers-throng-horizon-pub-for-pool-party,FUN lovers on Saturday night thronged Horizon Pub and Restaurant for a pool party which saw the venue filled to the brim.
Entertainment,"
                     Intwasa festival ends on high note
                    ",https://newsday.co.zw/southerneye/entertainment/article/3829/intwasa-festival-ends-on-high-note,"THE Intwasa Arts Festival Ko Bulawayo, which brought the city alive last week, ended on a high note at the weekend with organisers expressing satisfaction over the fiesta which left an indelible mark for arts and culture enthusiasts."
Entertainment,"
                     Bulawayo city backs Intwasa
                    ",https://newsday.co.zw/southerneye/entertainment/article/4016/bulawayo-city-backs-intwasa,BULAWAYO mayor Martin Moyo on Wednesday night said the local authority had swung its weight behind the annual Intwasa Arts Festival because it was a major drawcard for tourists eager to learn about the country’s cultures.
Entertainment,"
                     Intwasa Festival comes alive
                    ",https://newsday.co.zw/southerneye/entertainment/article/4072/intwasa-festival-comes-alive,THE 2015 edition of the Intwasa Arts Festival roars into life in Bulawayo today with organisers appealing to residents to support the festival
Entertainment,"
                     Villagers scoop prizes in painting competition
                    ",https://newsday.co.zw/southerneye/entertainment/article/4228/villagers-scoop-prizes-in-painting-competition,SEVERAL Matobo villagers in Matabeleland South won big at the Amagugu International Heritage Centre last Friday after participating in a traditional painting competition.
Entertainment,"
                     The death of nightlife in Gweru
                    ",https://newsday.co.zw/southerneye/entertainment/article/4258/the-death-of-nightlife-in-gweru,ENTERTAINMENT has always been one big lifestyle in any given city. People from different backgrounds throng entertainment joints as they seek to relax from the pressures of work and life. 
Entertainment,"
                     Intwasa Fashion Show on cards
                    ",https://newsday.co.zw/southerneye/entertainment/article/4288/intwasa-fashion-show-on-cards,HUNNAR Management Agency will be hosting a fashion show at AMTEC Garage as part of the Intwasa Arts Festival on September 26.
Entertainment,"
                     All set for Amagugu awards ceremony
                    ",https://newsday.co.zw/southerneye/entertainment/article/4317/all-set-for-amagugu-awards-ceremony,AMAGUGU Heritage Trust will this weekend hold their awards ceremony at the Amagugu International Heritage Centre at a ceremony dubbed My Beautiful Home Awards.
Entertainment,"
                     African Dinner Night on cards
                    ",https://newsday.co.zw/southerneye/entertainment/article/4435/african-dinner-night-on-cards,INTWASA Arts Festival and The Bulawayo Club are set to host a debut event dubbed African Dinner Night on September 24.
Entertainment,"
                     Gospel shows illuminate Byo, Gwanda
                    ",https://newsday.co.zw/southerneye/entertainment/article/4491/gospel-shows-illuminate-byo-gwanda,ALL roads tonight lead to Hartsfield sports ground Bulawayo where the South African Afro pop star Dan Tshanda will be performing.
Entertainment,"
                     Moto Sounds crowned Mat South winners
                    ",https://newsday.co.zw/southerneye/entertainment/article/4651/moto-sounds-crowned-mat-south-winners,"GWANDA-BASED Tshova Tshova outfit, Moto Super Sounds, on Saturday emerged tops in the Chibuku Road to Fame provincial finals held at Colleen Bawn Beer Garden."
Entertainment,"
                     Zim artistes for Zulu festival in SA
                    ",https://newsday.co.zw/southerneye/entertainment/article/4698/zim-artistes-for-zulu-festival-in-sa,"A GROUP of Zimbabwean artistes in December perform at South Africa’s United Africa International Festival which will be held in Durban. The 10-member delegation is expected to leave the country on November 30 and will perform from December 3 to 6. BY OWN CORRESPONDENT The tour, which is being arranged by the Trade Union for […]"
Entertainment,"
                     Bulawayo artiste “duped” in Mzansi
                    ",https://newsday.co.zw/southerneye/entertainment/article/4736/bulawayo-artiste-8220duped8221-in-mzansi,"WHEN people walk past Mazinyo, they shout A! Haha O! Hoho!"
Entertainment,"
                     Top UK poet to grace Intwasa Festival
                    ",https://newsday.co.zw/southerneye/entertainment/article/4766/top-uk-poet-to-grace-intwasa-festival,"TOP United Kingdom poet Deanna Rodger has caught the eye of Intwasa Arts Festival ko Bulawayo as she is billed to perform at the top event in September which is running under the theme My Intwasa, Your Intwasa, Our Intwasa."
Entertainment,"
                     Tshanda Zim trip still on: Promoter
                    ",https://newsday.co.zw/southerneye/entertainment/article/4802/tshanda-zim-trip-still-on-promoter,SEKUNJALO Investment directors have dismissed claims that South African artiste Dan Tshanda is not coming to the country as reported over the weekend.
Entertainment,"
                     Roki wows Byo fans
                    ",https://newsday.co.zw/southerneye/entertainment/article/4803/roki-wows-byo-fans,URBAN grooves artiste Roki wowed a measly crowd of fans at the weekend with his performance at Forty-Forty Night Club in Bulawayo.
Entertainment,"
                     I’m Zim hip-hop saviour: Asaph
                    ",https://newsday.co.zw/southerneye/entertainment/article/4805/im-zim-hip-hop-saviour-asaph,"IT’S been difficult to ignore the efforts and talent being brewed from the Bulawayo hip-hop scene. After Cal_Vin became an overnight Zimbabwean favourite, it seems as if another Bulawayo star has arisen, in the name of 23-year-old Asaph."
